"Downloaded on",04/07/2021,"10:50:53 EDT"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22comreports%22%2C%22congress%22%3A%22116%22%7D&pageSort=numberAsc

"Report Number",URL,Congress,Accompanies,Title,Committee
"H. Rept. 116-437",https://www.congress.gov/congressional-report/116th-congress/house-report/437/1,"116th Congress (2019-2020)","H.R. 2","INVESTING IN A NEW VISION FOR THE ENVIRONMENT AND SURFACE TRANSPORTATION IN AMERICA ACT","House Transportation and Infrastructure"
"H. Rept. 116-438",https://www.congress.gov/congressional-report/116th-congress/house-report/438/1,"116th Congress (2019-2020)","H.Res. 1028","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2) TO AUTHORIZE FUNDS FOR FEDERAL-AID HIGHWAYS, HIGHWAY SAFETY PROGRAMS, AND TRANSIT PROGRAMS, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-439",https://www.congress.gov/congressional-report/116th-congress/house-report/439/1,"116th Congress (2019-2020)","H.R. 139","SPRINGFIELD RACE RIOT STUDY ACT","House Natural Resources"
"H. Rept. 116-440",https://www.congress.gov/congressional-report/116th-congress/house-report/440/1,"116th Congress (2019-2020)","H.R. 1904","INDIAN WATER RIGHTS SETTLEMENT EXTENSION ACT","House Natural Resources"
"H. Rept. 116-441",https://www.congress.gov/congressional-report/116th-congress/house-report/441/1,"116th Congress (2019-2020)","S. 832","TO NULLIFY THE SUPPLEMENTAL TREATY BETWEEN THE UNITED STATES OF AMERICA AND THE CONFEDERATED TRIBES AND BANDS OF INDIANS OF MIDDLE OREGON, CONCLUDED ON NOVEMBER 15, 1865","House Natural Resources"
"H. Rept. 116-442",https://www.congress.gov/congressional-report/116th-congress/house-report/442/1,"116th Congress (2019-2020)","H.R. 6395","WILLIAM M. (MAC) THORNBERRY NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2021","House Armed Services"
"H. Rept. 116-442,Part 2",https://www.congress.gov/congressional-report/116th-congress/house-report/442/2,"116th Congress (2019-2020)","H.R. 6395","WILLIAM M. (MAC) THORNBERRY NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2021","House Armed Services"
"H. Rept. 116-443",https://www.congress.gov/congressional-report/116th-congress/house-report/443/1,"116th Congress (2019-2020)",,"REPORT ON THE SUBALLOCATION OF BUDGET ALLOCATIONS FOR FISCAL YEAR 2021","House Appropriations"
"H. Rept. 116-444",https://www.congress.gov/congressional-report/116th-congress/house-report/444/1,"116th Congress (2019-2020)","H.R. 7608","STATE, FOREIGN OPERATIONS, AND RELATED PROGRAMS APPROPRIATIONS BILL, 2021","House Appropriations"
"H. Rept. 116-445",https://www.congress.gov/congressional-report/116th-congress/house-report/445/1,"116th Congress (2019-2020)","H.R. 7609","MILITARY CONSTRUCTION, VETERANS AFFAIRS, AND RELATED AGENCIES APPROPRIATIONS BILL, 2021","House Appropriations"
"H. Rept. 116-446",https://www.congress.gov/congressional-report/116th-congress/house-report/446/1,"116th Congress (2019-2020)","H.R. 7610","AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS BILL, 2021","House Appropriations"
"H. Rept. 116-447",https://www.congress.gov/congressional-report/116th-congress/house-report/447/1,"116th Congress (2019-2020)","H.R. 7611","LEGISLATIVE BRANCH APPROPRIATIONS BILL, 2021","House Appropriations"
"H. Rept. 116-448",https://www.congress.gov/congressional-report/116th-congress/house-report/448/1,"116th Congress (2019-2020)","H.R. 7612","DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS BILL, 2021","House Appropriations"
"H. Rept. 116-449",https://www.congress.gov/congressional-report/116th-congress/house-report/449/1,"116th Congress (2019-2020)","H.R. 7613","ENERGY AND WATER DEVELOPMENT AND RELATED AGENCIES APPROPRIATIONS BILL, 2021","House Appropriations"
"H. Rept. 116-450",https://www.congress.gov/congressional-report/116th-congress/house-report/450/1,"116th Congress (2019-2020)","H.R. 7614","DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND RELATED AGENCIES APPROPRIATIONS BILL, 2021","House Appropriations"
"H. Rept. 116-451",https://www.congress.gov/congressional-report/116th-congress/house-report/451/1,"116th Congress (2019-2020)",,"IN THE MATTER OF ALLEGATIONS RELATING TO REPRESENTATIVE LORI TRAHAN","House Ethics"
"H. Rept. 116-452",https://www.congress.gov/congressional-report/116th-congress/house-report/452/1,"116th Congress (2019-2020)","H.R. 7616","DEPARTMENTS OF TRANSPORTATION, AND HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS BILL, 2021","House Appropriations"
"H. Rept. 116-453",https://www.congress.gov/congressional-report/116th-congress/house-report/453/1,"116th Congress (2019-2020)","H.R. 7617","DEPARTMENT OF DEFENSE APPROPRIATIONS BILL, 2021","House Appropriations"
"H. Rept. 116-454",https://www.congress.gov/congressional-report/116th-congress/house-report/454/1,"116th Congress (2019-2020)",,"REPORT ON THE REVISED SUBALLOCATION OF BUDGET ALLOCATIONS FOR FISCAL YEAR 2021","House Appropriations"
"H. Rept. 116-455",https://www.congress.gov/congressional-report/116th-congress/house-report/455/1,"116th Congress (2019-2020)","H.R. 7667","COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS BILL, 2021","House Appropriations"
"H. Rept. 116-456",https://www.congress.gov/congressional-report/116th-congress/house-report/456/1,"116th Congress (2019-2020)","H.R. 7668","FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS BILL, 2021","House Appropriations"
"H. Rept. 116-457",https://www.congress.gov/congressional-report/116th-congress/house-report/457/1,"116th Congress (2019-2020)","H.Res. 1053","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 6395) TO AUTHORIZE APPROPRIATIONS FOR FISCAL YEAR 2021 FOR MILITARY ACTIVITIES OF THE DEPARTMENT OF DEFENSE AND FOR MILITARY CONSTRUCTION, TO PRESCRIBE MILITARY PERSONNEL STRENGTHS FOR SUCH FISCAL YEAR, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 7027) MAKING ADDITIONAL SUPPLEMENTAL APPROPRIATIONS FOR DISASTER RELIEF REQUIREMENTS FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2020, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 7327) MAKING ADDITIONAL SUPPLEMENTAL APPROPRIATIONS FOR DISASTER RELIEF REQUIREMENTS FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2020, AND FOR OTHER PURPOSES; AND PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENTS TO THE BILL (H.R. 1957) TO AMEND THE INTERNAL REVENUE CODE OF 1986 TO MODERNIZE AND IMPROVE THE INTERNAL REVENUE SERVICE, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-458",https://www.congress.gov/congressional-report/116th-congress/house-report/458/1,"116th Congress (2019-2020)","H.R. 7669","DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS BILL, 2021","House Appropriations"
"H. Rept. 116-459",https://www.congress.gov/congressional-report/116th-congress/house-report/459/1,"116th Congress (2019-2020)","H.Res. 1060","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 7608) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF STATE, FOREIGN OPERATIONS, AND RELATED PROGRAMS FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2021, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-460",https://www.congress.gov/congressional-report/116th-congress/house-report/460/1,"116th Congress (2019-2020)","H.R. 7575","WATER RESOURCES DEVELOPMENT ACT OF 2020","House Transportation and Infrastructure"
"H. Rept. 116-461",https://www.congress.gov/congressional-report/116th-congress/house-report/461/1,"116th Congress (2019-2020)","H.Res. 1067","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 7617) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF DEFENSE FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2021, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-462",https://www.congress.gov/congressional-report/116th-congress/house-report/462/1,"116th Congress (2019-2020)","H.R. 5119","SAFE AIRCRAFT MAINTENANCE STANDARDS ACT","House Transportation and Infrastructure"
"H. Rept. 116-463",https://www.congress.gov/congressional-report/116th-congress/house-report/463/1,"116th Congress (2019-2020)","H.R. 5139","STOP SEXUAL ASSAULT AND HARASSMENT IN TRANSPORTATION ACT","House Transportation and Infrastructure"
"H. Rept. 116-464",https://www.congress.gov/congressional-report/116th-congress/house-report/464/1,"116th Congress (2019-2020)","H.R. 5912","EXPEDITED DELIVERY OF AIRPORT INFRASTRUCTURE ACT OF 2020","House Transportation and Infrastructure"
"H. Rept. 116-465",https://www.congress.gov/congressional-report/116th-congress/house-report/465/1,"116th Congress (2019-2020)",,"IN THE MATTER OF ALLEGATIONS RELATING TO REPRESENTATIVE DAVID SCHWEIKERT","House Ethics"
"H. Rept. 116-465",https://www.congress.gov/congressional-report/116th-congress/house-report/465/2,"116th Congress (2019-2020)",,"IN THE MATTER OF ALLEGATIONS RELATING TO REPRESENTATIVE DAVID SCHWEIKERT",
"H. Rept. 116-466",https://www.congress.gov/congressional-report/116th-congress/house-report/466/1,"116th Congress (2019-2020)","H.R. 3465","FALLEN JOURNALISTS MEMORIAL ACT","House Natural Resources"
"H. Rept. 116-467",https://www.congress.gov/congressional-report/116th-congress/house-report/467/1,"116th Congress (2019-2020)","H.R. 2579","HARDROCK LEASING AND RECLAMATION ACT OF 2019","House Natural Resources"
"H. Rept. 116-468",https://www.congress.gov/congressional-report/116th-congress/house-report/468/1,"116th Congress (2019-2020)","H.R. 2854","PROTECT OUR REFUGES ACT OF 2019","House Natural Resources"
"H. Rept. 116-469",https://www.congress.gov/congressional-report/116th-congress/house-report/469/1,"116th Congress (2019-2020)","H.R. 4348","PROTECT AMERICA'S WILDLIFE AND FISH IN NEED OF CONSERVATION ACT OF 2019","House Natural Resources"
"H. Rept. 116-470",https://www.congress.gov/congressional-report/116th-congress/house-report/470/1,"116th Congress (2019-2020)","H.R. 5068","WOMEN WHO WORKED ON THE HOME FRONT WORLD WAR II MEMORIAL ACT","House Natural Resources"
"H. Rept. 116-471",https://www.congress.gov/congressional-report/116th-congress/house-report/471/1,"116th Congress (2019-2020)","H.R. 5828","DHS ILLICIT CROSS-BORDER TUNNEL DEFENSE ACT","House Homeland Security"
"H. Rept. 116-471,Part 2",https://www.congress.gov/congressional-report/116th-congress/house-report/471/2,"116th Congress (2019-2020)","H.R. 5828","DHS ILLICIT CROSS-BORDER TUNNEL DEFENSE ACT","House Homeland Security"
"H. Rept. 116-472",https://www.congress.gov/congressional-report/116th-congress/house-report/472/1,"116th Congress (2019-2020)","H.R. 2986","BETTER ENERGY STORAGE TECHNOLOGY ACT","House Science, Space, and Technology"
"H. Rept. 116-473",https://www.congress.gov/congressional-report/116th-congress/house-report/473/1,"116th Congress (2019-2020)",,"IN THE MATTER OF ALLEGATIONS RELATING TO REPRESENTATIVE RASHIDA TLAIB","House Ethics"
"H. Rept. 116-474",https://www.congress.gov/congressional-report/116th-congress/house-report/474/1,"116th Congress (2019-2020)","H.R. 5428","GRID MODERNIZATION RESEARCH AND DEVELOPMENT ACT OF 2019","House Science, Space, and Technology"
"H. Rept. 116-475",https://www.congress.gov/congressional-report/116th-congress/house-report/475/1,"116th Congress (2019-2020)","H.R. 5822","HOMELAND SECURITY ACQUISITION PROFESSIONAL CAREER PROGRAM ACT","House Homeland Security"
"H. Rept. 116-476",https://www.congress.gov/congressional-report/116th-congress/house-report/476/1,"116th Congress (2019-2020)","H.R. 5780","SAFE COMMUNITIES ACT OF 2020","House Homeland Security"
"H. Rept. 116-477",https://www.congress.gov/congressional-report/116th-congress/house-report/477/1,"116th Congress (2019-2020)","H.R. 4230","CLEAN INDUSTRIAL TECHNOLOGY ACT OF 2019","House Science, Space, and Technology"
"H. Rept. 116-478",https://www.congress.gov/congressional-report/116th-congress/house-report/478/1,"116th Congress (2019-2020)","H.R. 5823","STATE AND LOCAL CYBERSECURITY IMPROVEMENT ACT","House Homeland Security"
"H. Rept. 116-479",https://www.congress.gov/congressional-report/116th-congress/house-report/479/1,"116th Congress (2019-2020)",,"IN THE MATTER OF ALLEGATIONS RELATING TO REPRESENTATIVE MATT GAETZ","House Ethics"
"H. Rept. 116-480",https://www.congress.gov/congressional-report/116th-congress/house-report/480/1,"116th Congress (2019-2020)","H.Res. 1092","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 8015) TO MAINTAIN PROMPT AND RELIABLE POSTAL SERVICES DURING THE COVID-19 HEALTH EMERGENCY, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-481",https://www.congress.gov/congressional-report/116th-congress/house-report/481/1,"116th Congress (2019-2020)","H.R. 2748","SAFEGUARDING AMERICA'S FUTURE AND ENVIRONMENT ACT","House Natural Resources"
"H. Rept. 116-482",https://www.congress.gov/congressional-report/116th-congress/house-report/482/1,"116th Congress (2019-2020)","H.R. 5552","MIGRATORY BIRD PROTECTION ACT OF 2020","House Natural Resources"
"H. Rept. 116-483",https://www.congress.gov/congressional-report/116th-congress/house-report/483/1,"116th Congress (2019-2020)","H.Con.Res. 90","AUTHORIZING THE USE OF THE CAPITOL GROUNDS FOR THE NATIONAL PEACE OFFICERS MEMORIAL SERVICE AND THE NATIONAL HONOR GUARD AND PIPE BAND EXHIBITION","House Transportation and Infrastructure"
"H. Rept. 116-484",https://www.congress.gov/congressional-report/116th-congress/house-report/484/1,"116th Congress (2019-2020)","H.R. 1497","WATER QUALITY PROTECTION AND JOB CREATION ACT OF 2019","House Transportation and Infrastructure"
"H. Rept. 116-485",https://www.congress.gov/congressional-report/116th-congress/house-report/485/1,"116th Congress (2019-2020)","H.R. 2242","TO AMEND THE ROBERT T. STAFFORD DISASTER RELIEF AND EMERGENCY ASSISTANCE ACT TO INCLUDE CERTAIN SERVICES IN THE DEFINITION OF CRITICAL SERVICES, AND FOR OTHER PURPOSES","House Transportation and Infrastructure"
"H. Rept. 116-486",https://www.congress.gov/congressional-report/116th-congress/house-report/486/1,"116th Congress (2019-2020)","H.R. 3779","RESILIENCE REVOLVING LOAN FUND ACT OF 2019","House Transportation and Infrastructure"
"H. Rept. 116-487",https://www.congress.gov/congressional-report/116th-congress/house-report/487/1,"116th Congress (2019-2020)","H.R. 4470","TO RENAME THE SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION THE GREAT LAKES ST. LAWRENCE SEAWAY DEVELOPMENT CORPORATION","House Transportation and Infrastructure"
"H. Rept. 116-488",https://www.congress.gov/congressional-report/116th-congress/house-report/488/1,"116th Congress (2019-2020)","H.Con.Res. 37","EXPRESSING SUPPORT FOR DESIGNATION OF OCTOBER 28 AS ``HONORING THE NATION'S FIRST RESPONDER DAY''","House Transportation and Infrastructure"
"H. Rept. 116-489",https://www.congress.gov/congressional-report/116th-congress/house-report/489/1,"116th Congress (2019-2020)","H.R. 5760","GRID SECURITY RESEARCH AND DEVELOPMENT ACT","House Science, Space, and Technology"
"H. Rept. 116-490",https://www.congress.gov/congressional-report/116th-congress/house-report/490/1,"116th Congress (2019-2020)","H.R. 1702","FREE VETERANS FROM FEES ACT","House Natural Resources"
"H. Rept. 116-491",https://www.congress.gov/congressional-report/116th-congress/house-report/491/1,"116th Congress (2019-2020)","H.R. 2640","BUFFALO TRACT PROTECTION ACT","House Natural Resources"
"H. Rept. 116-492",https://www.congress.gov/congressional-report/116th-congress/house-report/492/1,"116th Congress (2019-2020)","H.R. 3160","BLACKWATER TRADING POST LAND TRANSFER ACT","House Natural Resources"
"H. Rept. 116-493",https://www.congress.gov/congressional-report/116th-congress/house-report/493/1,"116th Congress (2019-2020)","H.R. 4957","NATIVE AMERICAN CHILD PROTECTION ACT","House Natural Resources"
"H. Rept. 116-494",https://www.congress.gov/congressional-report/116th-congress/house-report/494/1,"116th Congress (2019-2020)","H.R. 2694","PREGNANT WORKERS FAIRNESS ACT","House Education and Labor"
"H. Rept. 116-495",https://www.congress.gov/congressional-report/116th-congress/house-report/495/1,"116th Congress (2019-2020)","H.R. 2574","EQUITY AND INCLUSION ENFORCEMENT ACT OF 2019","House Education and Labor"
"H. Rept. 116-496",https://www.congress.gov/congressional-report/116th-congress/house-report/496/1,"116th Congress (2019-2020)","H.R. 2639","STRENGTH IN DIVERSITY ACT OF 2019","House Education and Labor"
"H. Rept. 116-497",https://www.congress.gov/congressional-report/116th-congress/house-report/497/1,"116th Congress (2019-2020)","H.R. 3609","WIND ENERGY RESEARCH AND DEVELOPMENT ACT OF 2019","House Science, Space, and Technology"
"H. Rept. 116-498",https://www.congress.gov/congressional-report/116th-congress/house-report/498/1,"116th Congress (2019-2020)","H.R. 5804","DHS BLUE CAMPAIGN ENHANCEMENT ACT","House Homeland Security"
"H. Rept. 116-499",https://www.congress.gov/congressional-report/116th-congress/house-report/499/1,"116th Congress (2019-2020)","H.R. 3597","SOLAR ENERGY RESEARCH AND DEVELOPMENT ACT OF 2019","House Science, Space, and Technology"
"H. Rept. 116-500",https://www.congress.gov/congressional-report/116th-congress/house-report/500/1,"116th Congress (2019-2020)","H.R. 5374","ADVANCED GEOTHERMAL RESEARCH AND DEVELOPMENT ACT OF 2019","House Science, Space, and Technology"
"H. Rept. 116-501",https://www.congress.gov/congressional-report/116th-congress/house-report/501/1,"116th Congress (2019-2020)","H.R. 1668","INTERNET OF THINGS CYBERSECURITY IMPROVEMENT ACT OF 2019","House Oversight and Reform"
"H. Rept. 116-502",https://www.congress.gov/congressional-report/116th-congress/house-report/502/1,"116th Congress (2019-2020)","H.Res. 1107","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2574) TO AMEND TITLE VI OF THE CIVIL RIGHTS ACT OF 1964 TO RESTORE THE RIGHT TO INDIVIDUAL CIVIL ACTIONS IN CASES INVOLVING DISPARATE IMPACT, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2639) TO ESTABLISH THE STRENGTH IN DIVERSITY PROGRAM, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2694) TO ELIMINATE DISCRIMINATION AND PROMOTE WOMEN'S HEALTH AND ECONOMIC SECURITY BY ENSURING REASONABLE WORKPLACE ACCOMMODATIONS FOR WORKERS WHOSE ABILITY TO PERFORM THE FUNCTIONS OF A JOB ARE LIMITED BY PREGNANCY, CHILDBIRTH, OR A RELATED MEDICAL CONDITION; PROVIDING FOR CONSIDERATION OF THE RESOLUTION (H. RES. 908) CONDEMNING ALL FORMS OF ANTI-ASIAN SENTIMENT AS RELATED TO COVID–19; AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-503",https://www.congress.gov/congressional-report/116th-congress/house-report/503/1,"116th Congress (2019-2020)","H.R. 1267","B-47 RIDGE DESIGNATION ACT","House Natural Resources"
"H. Rept. 116-504",https://www.congress.gov/congressional-report/116th-congress/house-report/504/1,"116th Congress (2019-2020)","H.R. 4447","EXPANDING ACCESS TO SUSTAINABLE ENERGY ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-505",https://www.congress.gov/congressional-report/116th-congress/house-report/505/1,"116th Congress (2019-2020)","H.R. 895","TRIBAL SCHOOL FEDERAL INSURANCE PARITY ACT","House Natural Resources"
"H. Rept. 116-506",https://www.congress.gov/congressional-report/116th-congress/house-report/506/1,"116th Congress (2019-2020)","H.R. 6100","STRENGTHENING THE OPPOSITION TO FEMALE GENITAL MUTILATION ACT OF 2020","House Judiciary"
"H. Rept. 116-507",https://www.congress.gov/congressional-report/116th-congress/house-report/507/1,"116th Congress (2019-2020)","H.R. 5546","EFFECTIVE ASSISTANCE OF COUNSEL IN THE DIGITAL ERA ACT","House Judiciary"
"H. Rept. 116-508",https://www.congress.gov/congressional-report/116th-congress/house-report/508/1,"116th Congress (2019-2020)","H.R. 2733","SAVANNA'S ACT","House Judiciary"
"H. Rept. 116-509",https://www.congress.gov/congressional-report/116th-congress/house-report/509/1,"116th Congress (2019-2020)","H.R. 2438","NOT INVISIBLE ACT OF 2020","House Judiciary"
"H. Rept. 116-510",https://www.congress.gov/congressional-report/116th-congress/house-report/510/1,"116th Congress (2019-2020)","H.R. 3607","FOSSIL ENERGY RESEARCH AND DEVELOPMENT ACT OF 2019","House Science, Space, and Technology"
"H. Rept. 116-511",https://www.congress.gov/congressional-report/116th-congress/house-report/511/1,"116th Congress (2019-2020)","H.R. 3935","PROTECTING PATIENTS TRANSPORTATION TO CARE ACT","House Energy and Commerce"
"H. Rept. 116-512",https://www.congress.gov/congressional-report/116th-congress/house-report/512/1,"116th Congress (2019-2020)","H.R. 5663","SAFEGUARDING THERAPEUTICS ACT","House Energy and Commerce"
"H. Rept. 116-513",https://www.congress.gov/congressional-report/116th-congress/house-report/513/1,"116th Congress (2019-2020)","H.R. 4866","NATIONAL CENTERS OF EXCELLENCE IN CONTINUOUS PHARMACEUTICAL MANUFACTURING ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-514",https://www.congress.gov/congressional-report/116th-congress/house-report/514/1,"116th Congress (2019-2020)","H.R. 4995","MATERNAL HEALTH QUALITY IMPROVEMENT ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-515",https://www.congress.gov/congressional-report/116th-congress/house-report/515/1,"116th Congress (2019-2020)","H.R. 5053","JUSTICE FOR JUVENILES ACT","House Judiciary"
"H. Rept. 116-516",https://www.congress.gov/congressional-report/116th-congress/house-report/516/1,"116th Congress (2019-2020)","H.R. 4585","CAMPAIGN TO PREVENT SUICIDE ACT","House Energy and Commerce"
"H. Rept. 116-517",https://www.congress.gov/congressional-report/116th-congress/house-report/517/1,"116th Congress (2019-2020)","H.R. 4564","SUICIDE PREVENTION LIFELINE IMPROVEMENT ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-518",https://www.congress.gov/congressional-report/116th-congress/house-report/518/1,"116th Congress (2019-2020)","H.R. 7574","STRENGTHENING AMERICA'S STRATEGIC NATIONAL STOCKPILE ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-519",https://www.congress.gov/congressional-report/116th-congress/house-report/519/1,"116th Congress (2019-2020)","H.R. 1646","HELPING EMERGENCY RESPONDERS OVERCOME ACT","House Energy and Commerce"
"H. Rept. 116-520",https://www.congress.gov/congressional-report/116th-congress/house-report/520/1,"116th Congress (2019-2020)","H.R. 5619","SUICIDE PREVENTION ACT","House Energy and Commerce"
"H. Rept. 116-521",https://www.congress.gov/congressional-report/116th-congress/house-report/521/1,"116th Congress (2019-2020)","H.R. 451","DON'T BREAK UP THE T-BAND ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-522",https://www.congress.gov/congressional-report/116th-congress/house-report/522/1,"116th Congress (2019-2020)","H.R. 5918","TO DIRECT THE FEDERAL COMMUNICATIONS COMMISSION TO ISSUE REPORTS AFTER ACTIVATION OF THE DISASTER INFORMATION REPORTING SYSTEM AND TO MAKE IMPROVEMENTS TO NETWORK OUTAGE REPORTING","House Energy and Commerce"
"H. Rept. 116-523",https://www.congress.gov/congressional-report/116th-congress/house-report/523/1,"116th Congress (2019-2020)","H.R. 5567","MEASURING THE ECONOMICS DRIVING INVESTMENTS AND ACCESS FOR DIVERSITY ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-524",https://www.congress.gov/congressional-report/116th-congress/house-report/524/1,"116th Congress (2019-2020)","H.R. 2271","SCARLETT'S SUNSHINE ON SUDDEN UNEXPECTED DEATH ACT","House Energy and Commerce"
"H. Rept. 116-525",https://www.congress.gov/congressional-report/116th-congress/house-report/525/1,"116th Congress (2019-2020)","H.R. 5309","CREATING A RESPECTFUL AND OPEN WORLD FOR NATURAL HAIR ACT OF 2020","House Judiciary"
"H. Rept. 116-526",https://www.congress.gov/congressional-report/116th-congress/house-report/526/1,"116th Congress (2019-2020)","H.R. 5602","DOMESTIC TERRORISM PREVENTION ACT OF 2020","House Judiciary"
"H. Rept. 116-527",https://www.congress.gov/congressional-report/116th-congress/house-report/527/1,"116th Congress (2019-2020)","H.R. 4996","HELPING MEDICAID OFFER MATERNITY SERVICES ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-528",https://www.congress.gov/congressional-report/116th-congress/house-report/528/1,"116th Congress (2019-2020)","H.Res. 1129","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4447) TO ESTABLISH AN ENERGY STORAGE AND MICROGRID GRANT AND TECHNICAL ASSISTANCE PROGRAM; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 6270) TO AMEND THE SECURITIES EXCHANGE ACT OF 1934 TO REQUIRE ISSUERS TO MAKE CERTAIN DISCLOSURES RELATING TO THE XINJIANG UYGHUR AUTONOMOUS REGION, AND FOR OTHER PURPOSES; AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 8319) MAKING CONTINUING APPROPRIATIONS FOR FISCAL YEAR 2021, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-529",https://www.congress.gov/congressional-report/116th-congress/house-report/529/1,"116th Congress (2019-2020)","H.R. 3798","EQUAL ACCESS TO CONTRACEPTION FOR VETERANS ACT","House Veterans' Affairs"
"H. Rept. 116-530",https://www.congress.gov/congressional-report/116th-congress/house-report/530/1,"116th Congress (2019-2020)","H.R. 2468","SCHOOL-BASED ALLERGIES AND ASTHMA MANAGEMENT PROGRAM ACT","House Energy and Commerce"
"H. Rept. 116-531",https://www.congress.gov/congressional-report/116th-congress/house-report/531/1,"116th Congress (2019-2020)","H.R. 5126","DIRECT ENHANCEMENT OF SNAPPER CONSERVATION AND THE ECONOMY THROUGH NOVEL DEVICES ACT OF 2020","House Natural Resources"
"H. Rept. 116-532",https://www.congress.gov/congressional-report/116th-congress/house-report/532/1,"116th Congress (2019-2020)","H.R. 2075","SCHOOL-BASED HEALTH CENTERS REAUTHORIZATION ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-533",https://www.congress.gov/congressional-report/116th-congress/house-report/533/1,"116th Congress (2019-2020)","H.R. 8225","FIGHT NOTARIO FRAUD ACT OF 2020","House Judiciary"
"H. Rept. 116-534",https://www.congress.gov/congressional-report/116th-congress/house-report/534/1,"116th Congress (2019-2020)","H.R. 8124","CRIMINAL JUDICIAL ADMINISTRATION ACT OF 2020","House Judiciary"
"H. Rept. 116-535",https://www.congress.gov/congressional-report/116th-congress/house-report/535/1,"116th Congress (2019-2020)","H.R. 6813","PROMOTING ALZHEIMER'S AWARENESS TO PREVENT ELDER ABUSE ACT","House Judiciary"
"H. Rept. 116-536",https://www.congress.gov/congressional-report/116th-congress/house-report/536/1,"116th Congress (2019-2020)","H.R. 7718","PROTECTING THE HEALTH AND WELLNESS OF BABIES AND PREGNANT WOMEN IN CUSTODY ACT","House Judiciary"
"H. Rept. 116-537",https://www.congress.gov/congressional-report/116th-congress/house-report/537/1,"116th Congress (2019-2020)","H.R. 8134","CONSUMER PRODUCT SAFETY INSPECTION ENHANCEMENT ACT","House Energy and Commerce"
"H. Rept. 116-538",https://www.congress.gov/congressional-report/116th-congress/house-report/538/1,"116th Congress (2019-2020)","H.R. 4078","EARLY ACT REAUTHORIZATION OF 2019","House Energy and Commerce"
"H. Rept. 116-539",https://www.congress.gov/congressional-report/116th-congress/house-report/539/1,"116th Congress (2019-2020)","H.R. 8132","AMERICAN COMPETITIVENESS OF A MORE PRODUCTIVE EMERGING TECH ECONOMY ACT","House Energy and Commerce"
"H. Rept. 116-540",https://www.congress.gov/congressional-report/116th-congress/house-report/540/1,"116th Congress (2019-2020)","H.R. 3539","BEHAVIORAL INTERVENTION GUIDELINES ACT OF 2020","House Energy and Commerce"
