"Downloaded on",04/07/2021,"10:52:09 EDT"
"Search URL",https://www.congress.gov/search?pageSort=numberDesc&q=%7B%22source%22%3A%22comreports%22%2C%22congress%22%3A%22115%22%7D

"Report Number",URL,Congress,Accompanies,Title,Committee
"H. Rept. 115-613",https://www.congress.gov/congressional-report/115th-congress/house-report/613/1,"115th Congress (2017-2018)","H.Res. 787","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4566) TO AMEND THE DODD- FRANK WALL STREET REFORM AND CONSUMER PROTECTION ACT TO PROVIDE RELIEF TO NONBANKS FROM CERTAIN STRESS TEST REQUIREMENTS UNDER SUCH ACT; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 5247) TO AUTHORIZE THE USE OF ELIGIBLE INVESTIGATIONAL DRUGS BY ELIGIBLE PATIENTS WHO HAVE BEEN DIAGNOSED WITH A STAGE OF A DISEASE OR CONDITION IN WHICH THERE IS REASONABLE LIKELIHOOD THAT DEATH WILL OCCUR WITHIN A MATTER OF MONTHS, OR WITH ANOTHER ELIGIBLE ILLNESS, AND FOR OTHER PURPOSES; AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-612",https://www.congress.gov/congressional-report/115th-congress/house-report/612/1,"115th Congress (2017-2018)","H.R. 4851","KENNEDY-KING NATIONAL COMMEMORATIVE SITE ACT","House Natural Resources"
"H. Rept. 115-611",https://www.congress.gov/congressional-report/115th-congress/house-report/611/1,"115th Congress (2017-2018)","H.R. 5081","SURFACE TRANSPORTATION SECURITY AND TECHNOLOGY ACCOUNTABILITY ACT OF 2018","House Homeland Security"
"H. Rept. 115-610",https://www.congress.gov/congressional-report/115th-congress/house-report/610/1,"115th Congress (2017-2018)","H.R. 5094","ENHANCING SUSPICIOUS ACTIVITY REPORTING INITIATIVE ACT","House Homeland Security"
"H. Rept. 115-609",https://www.congress.gov/congressional-report/115th-congress/house-report/609/1,"115th Congress (2017-2018)","H.R. 4227","VEHICULAR TERRORISM PREVENTION ACT OF 2017","House Homeland Security"
"H. Rept. 115-608",https://www.congress.gov/congressional-report/115th-congress/house-report/608/1,"115th Congress (2017-2018)","H.R. 4467","STRENGTHENING AVIATION SECURITY ACT OF 2017","House Homeland Security"
"H. Rept. 115-607",https://www.congress.gov/congressional-report/115th-congress/house-report/607/1,"115th Congress (2017-2018)","H.R. 5074","DHS CYBER INCIDENT RESPONSE TEAMS ACT OF 2018","House Homeland Security"
"H. Rept. 115-606",https://www.congress.gov/congressional-report/115th-congress/house-report/606/1,"115th Congress (2017-2018)","H.R. 5079","DHS FIELD ENGAGEMENT ACCOUNTABILITY ACT","House Homeland Security"
"H. Rept. 115-605",https://www.congress.gov/congressional-report/115th-congress/house-report/605/1,"115th Congress (2017-2018)","H.R. 4176","AIR CARGO SECURITY IMPROVEMENT ACT OF 2018","House Homeland Security"
"H. Rept. 115-604",https://www.congress.gov/congressional-report/115th-congress/house-report/604/1,"115th Congress (2017-2018)","H.R. 5089","STRENGTHENING LOCAL TRANSPORTATION SECURITY CAPABILITIES ACT OF 2017","House Homeland Security"
"H. Rept. 115-603",https://www.congress.gov/congressional-report/115th-congress/house-report/603/1,"115th Congress (2017-2018)","H.R. 5099","ENHANCING DHS' FUSION CENTER TECHNICAL ASSISTANCE PROGRAM ACT","House Homeland Security"
"H. Rept. 115-602",https://www.congress.gov/congressional-report/115th-congress/house-report/602/1,"115th Congress (2017-2018)","H.R. 5131","SURFACE TRANSPORTATION SECURITY IMPROVEMENT ACT OF 2018","House Homeland Security"
"H. Rept. 115-601",https://www.congress.gov/congressional-report/115th-congress/house-report/601/1,"115th Congress (2017-2018)","H.R. 4566","ALLEVIATING STRESS TEST BURDENS TO HELP INVESTORS ACT","House Financial Services"
"H. Rept. 115-600",https://www.congress.gov/congressional-report/115th-congress/house-report/600/1,"115th Congress (2017-2018)","H.Res. 780","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4061) TO AMEND THE FINANCIAL STABILITY ACT OF 2010 TO IMPROVE THE TRANSPARENCY OF THE FINANCIAL STABILITY OVERSIGHT COUNCIL, TO IMPROVE THE SIFI DESIGNATION PROCESS, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4293) TO REFORM THE COMPREHENSIVE CAPITAL ANALYSIS AND REVIEW PROCESS, THE DODD-FRANK ACT STRESS TEST PROCESS, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-599",https://www.congress.gov/congressional-report/115th-congress/house-report/599/1,"115th Congress (2017-2018)","H.R. 506","PREVENTING CRIMES AGAINST VETERANS ACT OF 2017","House Judiciary"
"H. Rept. 115-598",https://www.congress.gov/congressional-report/115th-congress/house-report/598/1,"115th Congress (2017-2018)","H.R. 3996","PROTECTING ACCESS TO THE COURTS FOR TAXPAYERS ACT","House Judiciary"
"H. Rept. 115-597",https://www.congress.gov/congressional-report/115th-congress/house-report/597/1,"115th Congress (2017-2018)","H.R. 3249","PROJECT SAFE NEIGHBORHOODS GRANT PROGRAM AUTHORIZATION ACT OF 2017","House Judiciary"
"H. Rept. 115-596",https://www.congress.gov/congressional-report/115th-congress/house-report/596/1,"115th Congress (2017-2018)",,"REPORT OF THE JOINT ECONOMIC COMMITTEE CONGRESS OF THE UNITED STATES ON THE 2018 ECONOMIC REPORT OF THE PRESIDENT TOGETHER WITH MINORITY VIEWS","Joint Economic Committee"
"H. Rept. 115-595",https://www.congress.gov/congressional-report/115th-congress/house-report/595/1,"115th Congress (2017-2018)","H.Res. 773","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4545) TO AMEND THE FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL ACT OF 1978 TO IMPROVE THE EXAMINATION OF DEPOSITORY INSTITUTIONS, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1116) TO REQUIRE THE FEDERAL FINANCIAL INSTITUTIONS REGULATORY AGENCIES TO TAKE RISK PROFILES AND BUSINESS MODELS OF INSTITUTIONS INTO ACCOUNT WHEN TAKING REGULATORY ACTIONS, AND FOR OTHER PURPOSES; AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4263) TO AMEND THE SECURITIES ACT OF 1933 WITH RESPECT TO SMALL COMPANY CAPITAL FORMATION, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-594",https://www.congress.gov/congressional-report/115th-congress/house-report/594/1,"115th Congress (2017-2018)","H.R. 1093","TO REQUIRE THE FEDERAL RAILROAD ADMINISTRATION AND THE FEDERAL TRANSIT AUTHORITY TO PROVIDE APPROPRIATE CONGRESSIONAL NOTICE OF SAFETY AUDITS CONDUCTED WITH RESPECT TO RAILROADS AND RAIL TRANSIT AGENCIES","House Transportation and Infrastructure"
"H. Rept. 115-593",https://www.congress.gov/congressional-report/115th-congress/house-report/593/1,"115th Congress (2017-2018)","H.R. 4293","STRESS TEST IMPROVEMENT ACT OF 2017","House Financial Services"
"H. Rept. 115-592",https://www.congress.gov/congressional-report/115th-congress/house-report/592/1,"115th Congress (2017-2018)","H.R. 4061","FINANCIAL STABILITY OVERSIGHT COUNCIL IMPROVEMENT ACT OF 2017","House Financial Services"
"H. Rept. 115-591",https://www.congress.gov/congressional-report/115th-congress/house-report/591/1,"115th Congress (2017-2018)","H.R. 3864","NATIVE AMERICAN HOUSING ASSISTANCE AND SELF-DETERMINATION REAUTHORIZATION ACT OF 2017","House Financial Services"
"H. Rept. 115-590",https://www.congress.gov/congressional-report/115th-congress/house-report/590/1,"115th Congress (2017-2018)","H.R. 3221","SECURING ACCESS TO AFFORDABLE MORTGAGES ACT","House Financial Services"
"H. Rept. 115-589",https://www.congress.gov/congressional-report/115th-congress/house-report/589/1,"115th Congress (2017-2018)","H.R. 4545","FINANCIAL INSTITUTIONS EXAMINATION FAIRNESS AND REFORM ACT","House Financial Services"
"H. Rept. 115-588",https://www.congress.gov/congressional-report/115th-congress/house-report/588/1,"115th Congress (2017-2018)","H.R. 1116","TAKING ACCOUNT OF INSTITUTIONS WITH LOW OPERATION RISK ACT OF 2017","House Financial Services"
"H. Rept. 115-587",https://www.congress.gov/congressional-report/115th-congress/house-report/587/1,"115th Congress (2017-2018)","H.R. 4986","REPACK AIRWAVES YIELDING BETTER ACCESS FOR USERS OF MODERN SERVICES ACT OF 2018","House Energy and Commerce"
"H. Rept. 115-586",https://www.congress.gov/congressional-report/115th-congress/house-report/586/1,"115th Congress (2017-2018)","H.Res. 762","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1119) TO ESTABLISH THE BASES BY WHICH THE ADMINISTRATOR OF THE ENVIRONMENTAL PROTECTION AGENCY SHALL ISSUE, IMPLEMENT, AND ENFORCE CERTAIN EMISSION LIMITATIONS AND ALLOCATIONS FOR EXISTING ELECTRIC UTILITY STEAM GENERATING UNITS THAT CONVERT COAL REFUSE INTO ENERGY, AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1917) TO ALLOW FOR JUDICIAL REVIEW OF ANY FINAL RULE ADDRESSING NATIONAL EMISSION STANDARDS FOR HAZARDOUS AIR POLLUTANTS FOR BRICK AND STRUCTURAL CLAY PRODUCTS OR FOR CLAY CERAMICS MANUFACTURING BEFORE REQUIRING COMPLIANCE WITH SUCH RULE","House Rules"
"H. Rept. 115-585",https://www.congress.gov/congressional-report/115th-congress/house-report/585/1,"115th Congress (2017-2018)","H.R. 4242","VA CARE IN THE COMMUNITY ACT","House Veterans' Affairs"
"H. Rept. 115-584",https://www.congress.gov/congressional-report/115th-congress/house-report/584/1,"115th Congress (2017-2018)","H.R. 146","EASTERN BAND OF CHEROKEE HISTORIC LANDS REACQUISITION ACT","House Natural Resources"
"H. Rept. 115-583",https://www.congress.gov/congressional-report/115th-congress/house-report/583/1,"115th Congress (2017-2018)","H.Res. 748","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1865) TO AMEND THE COMMUNICATIONS ACT OF 1934 TO CLARIFY THAT SECTION 230 OF SUCH ACT DOES NOT PROHIBIT THE ENFORCEMENT AGAINST PROVIDERS AND USERS OF INTERACTIVE COMPUTER SERVICES OF FEDERAL AND STATE CRIMINAL AND CIVIL LAW RELATING TO SEXUAL EXPLOITATION OF CHILDREN OR SEX TRAFFICKING, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-582",https://www.congress.gov/congressional-report/115th-congress/house-report/582/1,"115th Congress (2017-2018)","H.Res. 747","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4296) TO PLACE REQUIREMENTS ON OPERATIONAL RISK CAPITAL REQUIREMENTS FOR BANKING ORGANIZATIONS ESTABLISHED BY AN APPROPRIATE FEDERAL BANKING AGENCY, AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4607) TO AMEND THE ECONOMIC GROWTH AND REGULATORY PAPERWORK REDUCTION ACT OF 1996 TO ENSURE THAT FEDERAL FINANCIAL REGULATORS PERFORM A COMPREHENSIVE REVIEW OF REGULATIONS TO IDENTIFY OUTDATED OR OTHERWISE UNNECESSARY REGULATORY REQUIREMENTS IMPOSED ON COVERED PERSONS, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-581",https://www.congress.gov/congressional-report/115th-congress/house-report/581/1,"115th Congress (2017-2018)","H.R. 4134","CECIL D. ANDRUS-WHITE CLOUDS WILDERNESS REDESIGNATION ACT","House Natural Resources"
"H. Rept. 115-580",https://www.congress.gov/congressional-report/115th-congress/house-report/580/1,"115th Congress (2017-2018)","H.R. 835","TO UPDATE THE MAP OF, AND MODIFY THE MAXIMUM ACREAGE AVAILABLE FOR INCLUSION IN, THE FLORISSANT FOSSIL BEDS NATIONAL MONUMENT","House Natural Resources"
"H. Rept. 115-579",https://www.congress.gov/congressional-report/115th-congress/house-report/579/1,"115th Congress (2017-2018)","H.R. 805","TULARE YOUTH RECREATION AND WOMEN'S HISTORY ENHANCEMENT ACT","House Natural Resources"
"H. Rept. 115-578",https://www.congress.gov/congressional-report/115th-congress/house-report/578/1,"115th Congress (2017-2018)","H.R. 2226","PORTFOLIO LENDING AND MORTGAGE ACCESS ACT","House Financial Services"
"H. Rept. 115-577",https://www.congress.gov/congressional-report/115th-congress/house-report/577/1,"115th Congress (2017-2018)","H.R. 4725","COMMUNITY BANK REPORTING RELIEF ACT","House Financial Services"
"H. Rept. 115-576",https://www.congress.gov/congressional-report/115th-congress/house-report/576/1,"115th Congress (2017-2018)","H.R. 4529","ACCELERATING ACCESS TO CAPITAL ACT OF 2017","House Financial Services"
"H. Rept. 115-575",https://www.congress.gov/congressional-report/115th-congress/house-report/575/1,"115th Congress (2017-2018)","H.R. 723","ENERGY SAVINGS THROUGH PUBLIC-PRIVATE PARTNERSHIPS ACT OF 2017","House Energy and Commerce"
"H. Rept. 115-574",https://www.congress.gov/congressional-report/115th-congress/house-report/574/1,"115th Congress (2017-2018)","H.R. 4296","TO PLACE REQUIREMENTS ON OPERATIONAL RISK CAPITAL REQUIREMENTS FOR BANKING ORGANIZATIONS ESTABLISHED BY AN APPROPRIATE FEDERAL BANKING AGENCY","House Financial Services"
"H. Rept. 115-573",https://www.congress.gov/congressional-report/115th-congress/house-report/573/1,"115th Congress (2017-2018)","H.R. 4607","COMPREHENSIVE REGULATORY REVIEW ACT","House Financial Services"
"H. Rept. 115-572",https://www.congress.gov/congressional-report/115th-congress/house-report/572/1,"115th Congress (2017-2018)","H.R. 1865","ALLOW STATES AND VICTIMS TO FIGHT ONLINE SEX TRAFFICKING ACT OF 2017","House Judiciary"
"H. Rept. 115-571",https://www.congress.gov/congressional-report/115th-congress/house-report/571/1,"115th Congress (2017-2018)","H.R. 4289","AMENDING THE DODD-FRANK WALL STREET REFORM AND CONSUMER PROTECTION ACT TO REPEAL CERTAIN DISCLOSURE REQUIREMENTS RELATED TO COAL AND MINE SAFETY","House Financial Services"
"H. Rept. 115-570",https://www.congress.gov/congressional-report/115th-congress/house-report/570/1,"115th Congress (2017-2018)","H.R. 4248","TO AMEND THE SECURITIES EXCHANGE ACT OF 1934 TO REPEAL CERTAIN DISCLOSURE REQUIREMENTS RELATED TO CONFLICT MINERALS, AND FOR OTHER PURPOSES","House Financial Services"
"H. Rept. 115-569,Part 2",https://www.congress.gov/congressional-report/115th-congress/house-report/569/2,"115th Congress (2017-2018)","H.R. 2219","END BANKING FOR HUMAN TRAFFICKERS ACT OF 2017","House Foreign Affairs"
"H. Rept. 115-569,Part 1",https://www.congress.gov/congressional-report/115th-congress/house-report/569/1,"115th Congress (2017-2018)","H.R. 2219","END BANKING FOR HUMAN TRAFFICKERS ACT OF 2017","House Financial Services"
"H. Rept. 115-568",https://www.congress.gov/congressional-report/115th-congress/house-report/568/1,"115th Congress (2017-2018)","H.R. 435","THE CREDIT ACCESS AND INCLUSION ACT OF 2017","House Financial Services"
"H. Rept. 115-567",https://www.congress.gov/congressional-report/115th-congress/house-report/567/1,"115th Congress (2017-2018)","H.R. 4465","ENDANGERED FISH RECOVERY PROGRAMS EXTENSION ACT OF 2017","House Natural Resources"
"H. Rept. 115-566",https://www.congress.gov/congressional-report/115th-congress/house-report/566/1,"115th Congress (2017-2018)","H.R. 1220","TO ESTABLISH THE ADAMS MEMORIAL COMMISSION TO CARRY OUT THE PROVISIONS OF PUBLIC LAW 107-62, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-565",https://www.congress.gov/congressional-report/115th-congress/house-report/565/1,"115th Congress (2017-2018)","H.R. 3607","TO AUTHORIZE THE SECRETARY OF THE INTERIOR TO ESTABLISH FEES FOR MEDICAL SERVICES PROVIDED IN UNITS OF THE NATIONAL PARK SYSTEM, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-564",https://www.congress.gov/congressional-report/115th-congress/house-report/564/1,"115th Congress (2017-2018)","H.R. 3225","OREGON TRIBAL ECONOMIC DEVELOPMENT ACT","House Natural Resources"
"H. Rept. 115-563",https://www.congress.gov/congressional-report/115th-congress/house-report/563/1,"115th Congress (2017-2018)","H.R. 3131","ENDANGERED SPECIES LITIGATION REASONABLENESS ACT","House Natural Resources"
"H. Rept. 115-562",https://www.congress.gov/congressional-report/115th-congress/house-report/562/1,"115th Congress (2017-2018)","H.R. 2603","SAVING AMERICA'S ENDANGERED SPECIES ACT","House Natural Resources"
"H. Rept. 115-561",https://www.congress.gov/congressional-report/115th-congress/house-report/561/1,"115th Congress (2017-2018)","H.R. 1274","STATE, TRIBAL, AND LOCAL SPECIES TRANSPARENCY AND RECOVERY ACT","House Natural Resources"
"H. Rept. 115-560",https://www.congress.gov/congressional-report/115th-congress/house-report/560/1,"115th Congress (2017-2018)","H.R. 717","LISTING REFORM ACT","House Natural Resources"
"H. Rept. 115-559",https://www.congress.gov/congressional-report/115th-congress/house-report/559/1,"115th Congress (2017-2018)","H.Res. 736","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 620) TO AMEND THE AMERICANS WITH DISABILITIES ACT OF 1990 TO PROMOTE COMPLIANCE THROUGH EDUCATION, TO CLARIFY THE REQUIREMENTS FOR DEMAND LETTERS, TO PROVIDE FOR A NOTICE AND CURE PERIOD BEFORE THE COMMENCEMENT OF A PRIVATE CIVIL ACTION, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3299) TO AMEND THE REVISED STATUTES, THE HOME OWNERS' LOAN ACT, THE FEDERAL CREDIT UNION ACT, AND THE FEDERAL DEPOSIT INSURANCE ACT TO REQUIRE THE RATE OF INTEREST ON CERTAIN LOANS REMAIN UNCHANGED AFTER TRANSFER OF THE LOAN, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3978) TO AMEND THE REAL ESTATE SETTLEMENT PROCEDURES ACT OF 1974 TO MODIFY REQUIREMENTS RELATED TO MOR","House Rules"
"H. Rept. 115-558",https://www.congress.gov/congressional-report/115th-congress/house-report/558/1,"115th Congress (2017-2018)","H.R. 3397","BUILDING BLOCKS OF STEM ACT","House Science, Space, and Technology"
"H. Rept. 115-557",https://www.congress.gov/congressional-report/115th-congress/house-report/557/1,"115th Congress (2017-2018)","H.R. 4378","NUCLEAR ENERGY RESEARCH INFRASTRUCTURE ACT OF 2017","House Science, Space, and Technology"
"H. Rept. 115-556",https://www.congress.gov/congressional-report/115th-congress/house-report/556/1,"115th Congress (2017-2018)","H.R. 4376","DEPARTMENT OF ENERGY RESEARCH INFRASTRUCTURE ACT OF 2017","House Science, Space, and Technology"
"H. Rept. 115-555",https://www.congress.gov/congressional-report/115th-congress/house-report/555/1,"115th Congress (2017-2018)","H.R. 4377","ACCELERATING AMERICAN LEADERSHIP IN SCIENCE ACT OF 2017","House Science, Space, and Technology"
"H. Rept. 115-554",https://www.congress.gov/congressional-report/115th-congress/house-report/554/1,"115th Congress (2017-2018)","H.R. 4675","LOW-DOSE RADIATION RESEARCH ACT OF 2017","House Science, Space, and Technology"
"H. Rept. 115-553",https://www.congress.gov/congressional-report/115th-congress/house-report/553/1,"115th Congress (2017-2018)","H.R. 4768","NATIONAL STRATEGY FOR COMBATING THE FINANCING OF TRANSNATIONAL CRIMINAL ORGANIZATIONS ACT","House Financial Services"
"H. Rept. 115-552",https://www.congress.gov/congressional-report/115th-congress/house-report/552/1,"115th Congress (2017-2018)","H.R. 2948","TO AMEND THE S.A.F.E. MORTGAGE LICENSING ACT OF 2008 TO PROVIDE A TEMPORARY LICENSE FOR LOAN ORIGINATORS TRANSITIONING BETWEEN EMPLOYERS, AND FOR OTHER PURPOSES","House Financial Services"
"H. Rept. 115-551",https://www.congress.gov/congressional-report/115th-congress/house-report/551/1,"115th Congress (2017-2018)","H.Res. 734","PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENT TO THE HOUSE AMENDMENT TO THE SENATE AMENDMENT TO THE BILL (H.R. 1892) TO AMEND TITLE 4, UNITED STATES CODE, TO PROVIDE FOR THE FLYING OF THE FLAG AT HALF-STAFF IN THE EVENT OF THE DEATH OF A FIRST RESPONDER IN THE LINE OF DUTY","House Rules"
"H. Rept. 115-550",https://www.congress.gov/congressional-report/115th-congress/house-report/550/1,"115th Congress (2017-2018)","H.R. 4508","PROMOTING REAL OPPORTUNITY, SUCCESS, AND PROSPERITY THROUGH EDUCATION REFORM ACT","House Education and the Workforce"
"H. Rept. 115-549",https://www.congress.gov/congressional-report/115th-congress/house-report/549/1,"115th Congress (2017-2018)","H.R. 3948","PROTECTION OF SOURCE CODE ACT","House Financial Services"
"H. Rept. 115-548",https://www.congress.gov/congressional-report/115th-congress/house-report/548/1,"115th Congress (2017-2018)","H.R. 1417","NATIONAL LAW ENFORCEMENT MUSEUM EXHIBITS ACT","House Natural Resources"
"H. Rept. 115-547",https://www.congress.gov/congressional-report/115th-congress/house-report/547/1,"115th Congress (2017-2018)","H.Res. 727","PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENT TO THE BILL (H.R. 1892) TO AMEND TITLE 4, UNITED STATES CODE, TO PROVIDE FOR THE FLYING OF THE FLAG AT HALF-STAFF IN THE EVENT OF THE DEATH OF A FIRST RESPONDER IN THE LINE OF DUTY","House Rules"
"H. Rept. 115-546",https://www.congress.gov/congressional-report/115th-congress/house-report/546/1,"115th Congress (2017-2018)","H.Res. 725","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 772) TO AMEND THE FEDERAL FOOD, DRUG, AND COSMETIC ACT TO IMPROVE AND CLARIFY CERTAIN DISCLOSURE REQUIREMENTS FOR RESTAURANTS AND SIMILAR RETAIL FOOD ESTABLISHMENTS, AND TO AMEND THE AUTHORITY TO BRING PROCEEDINGS UNDER SECTION 403A; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1153) TO AMEND THE TRUTH IN LENDING ACT TO IMPROVE UPON THE DEFINITIONS PROVIDED FOR POINTS AND FEES IN CONNECTION WITH A MORTGAGE TRANSACTION; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4771) TO RAISE THE CONSOLIDATED ASSETS THRESHOLD UNDER THE SMALL BANK HOLDING COMPANY POLICY STATEMENT, AND FOR OTHER PURPOSES; AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-545",https://www.congress.gov/congressional-report/115th-congress/house-report/545/1,"115th Congress (2017-2018)","H.R. 1778","TO PROVIDE THAT AN ORDER BY THE SECRETARY OF THE INTERIOR IMPOSING A MORATORIUM ON FEDERAL COAL LEASING SHALL NOT TAKE EFFECT UNLESS A JOINT RESOLUTION OF APPROVAL IS ENACTED, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-544",https://www.congress.gov/congressional-report/115th-congress/house-report/544/1,"115th Congress (2017-2018)","H.R. 4263","REGULATION A+ IMPROVEMENT ACT OF 2017","House Financial Services"
"H. Rept. 115-543",https://www.congress.gov/congressional-report/115th-congress/house-report/543/1,"115th Congress (2017-2018)","H.R. 4771","SMALL BANK HOLDING COMPANY RELIEF ACT OF 2018","House Financial Services"
"H. Rept. 115-542",https://www.congress.gov/congressional-report/115th-congress/house-report/542/1,"115th Congress (2017-2018)","H.R. 4299","TO PROVIDE FOR THE INDEFINITE DURATION OF CERTAIN MILITARY LAND WITHDRAWALS, TO IMPROVE THE MANAGEMENT OF LANDS CURRENTLY SUBJECT TO SUCH WITHDRAWALS AND TO MAKE THE MANAGEMENT OF SUCH LANDS MORE TRANSPARENT, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-541",https://www.congress.gov/congressional-report/115th-congress/house-report/541/1,"115th Congress (2017-2018)","H.R. 1157","TO CLARIFY THE UNITED STATES INTEREST IN CERTAIN SUBMERGED LANDS IN THE AREA OF THE MONOMOY NATIONAL WILDLIFE REFUGE, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-540",https://www.congress.gov/congressional-report/115th-congress/house-report/540/1,"115th Congress (2017-2018)","H.R. 2888","STE. GENEVIEVE NATIONAL HISTORICAL PARK ESTABLISHMENT ACT","House Natural Resources"
"H. Rept. 115-539",https://www.congress.gov/congressional-report/115th-congress/house-report/539/1,"115th Congress (2017-2018)","H.R. 620","ADA EDUCATION AND REFORM ACT OF 2017","House Judiciary"
"H. Rept. 115-538",https://www.congress.gov/congressional-report/115th-congress/house-report/538/1,"115th Congress (2017-2018)","H.R. 3299","PROTECTING CONSUMERS' ACCESS TO CREDIT ACT OF 2017","House Financial Services"
"H. Rept. 115-537",https://www.congress.gov/congressional-report/115th-congress/house-report/537/1,"115th Congress (2017-2018)","H.Res. 714","PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENTS TO THE BILL (H.R. 695) TO AMEND THE NATIONAL CHILD PROTECTION ACT OF 1993 TO ESTABLISH A NATIONAL CRIMINAL HISTORY BACKGROUND CHECK SYSTEM AND CRIMINAL HISTORY REVIEW PROGRAM FOR CERTAIN INDIVIDUALS WHO, RELATED TO THEIR EMPLOYMENT, HAVE ACCESS TO CHILDREN, THE ELDERLY, OR INDIVIDUALS WITH DISABILITIES, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-536",https://www.congress.gov/congressional-report/115th-congress/house-report/536/1,"115th Congress (2017-2018)","H.R. 2630","LA PAZ COUNTY LAND CONVEYANCE ACT","House Natural Resources"
"H. Rept. 115-535",https://www.congress.gov/congressional-report/115th-congress/house-report/535/1,"115th Congress (2017-2018)","H.R. 443","JAMES K. POLK PRESIDENTIAL HOME STUDY ACT","House Natural Resources"
"H. Rept. 115-534",https://www.congress.gov/congressional-report/115th-congress/house-report/534/1,"115th Congress (2017-2018)","H.R. 3058","GATEWAY ARCH NATIONAL PARK DESIGNATION ACT","House Natural Resources"
"H. Rept. 115-533",https://www.congress.gov/congressional-report/115th-congress/house-report/533/1,"115th Congress (2017-2018)","H.R. 2711","NATIONAL MEMORIAL TO FALLEN EDUCATORS ACT","House Natural Resources"
"H. Rept. 115-532",https://www.congress.gov/congressional-report/115th-congress/house-report/532/1,"115th Congress (2017-2018)","H.R. 219","SWAN LAKE HYDROELECTRIC PROJECT BOUNDARY CORRECTION ACT","House Natural Resources"
"H. Rept. 115-531",https://www.congress.gov/congressional-report/115th-congress/house-report/531/1,"115th Congress (2017-2018)","H.R. 4281","EXPANDING ACCESS TO CAPITAL FOR RURAL JOB CREATORS ACT","House Financial Services"
"H. Rept. 115-530",https://www.congress.gov/congressional-report/115th-congress/house-report/530/1,"115th Congress (2017-2018)","H.R. 1426","FEDERAL SAVINGS ASSOCIATION CHARTER FLEXIBILITY ACT OF 2017","House Financial Services"
"H. Rept. 115-529",https://www.congress.gov/congressional-report/115th-congress/house-report/529/1,"115th Congress (2017-2018)","H.R. 4792","SMALL BUSINESS ACCESS TO CAPITAL AFTER A NATURAL DISASTER ACT","House Financial Services"
"H. Rept. 115-528",https://www.congress.gov/congressional-report/115th-congress/house-report/528/1,"115th Congress (2017-2018)","H.R. 2255","HOUSING OPPORTUNITIES MADE EASIER ACT","House Financial Services"
"H. Rept. 115-527",https://www.congress.gov/congressional-report/115th-congress/house-report/527/1,"115th Congress (2017-2018)","H.R. 4264","HYDE PARK LAND CONVEYANCE ACT","House Natural Resources"
"H. Rept. 115-526",https://www.congress.gov/congressional-report/115th-congress/house-report/526/1,"115th Congress (2017-2018)","H.R. 4266","ACADIA NATIONAL PARK BOUNDARY CLARIFICATION ACT","House Natural Resources"
"H. Rept. 115-525",https://www.congress.gov/congressional-report/115th-congress/house-report/525/1,"115th Congress (2017-2018)","H.R. 4546","NATIONAL SECURITIES EXCHANGE REGULATORY PARITY ACT","House Financial Services"
"H. Rept. 115-524",https://www.congress.gov/congressional-report/115th-congress/house-report/524/1,"115th Congress (2017-2018)","H.R. 3978","TRID IMPROVEMENT ACT OF 2017","House Financial Services"
